id	name	ancestors	
GTVHvbT8asZ	Cục CNTT (Sáp nhập 2019)	Việt Nam/Các đơn vị thuộc Bộ	
Gusdn0YNwbG	Huyện Tịnh Biên	Việt Nam/An Giang	
GvS8a2BdDi5	Bệnh viện Thân Dân	Việt Nam/Hồ Chí Minh	
gVYLEShL90a	Huyện Mường Khương	Việt Nam/Lào Cai	
GW6s2mDkr5C	Thành phố Sông Công	Việt Nam/Thái Nguyên	
GWWtPbj88hb	Phòng khám ĐK Hoàng Tiến Dũng 1	Việt Nam/Đồng Nai	
GwwWb0mYX0K	Bệnh viện Y học cổ truyền tỉnh Lào Cai	Việt Nam/Lào Cai	
gWzpmtnlTkI	Huyện Sơn Động	Việt Nam/Bắc Giang	
gx3emlD5GnN	Bệnh viện Đa Khoa Khu vực Hóc Môn	Việt Nam/Hồ Chí Minh	
gxc5dYipc1y	Huyện Đức Linh	Việt Nam/Bình Thuận	
gxD8gDsgwjd	Huyện Quốc Oai	Việt Nam/Hà Nội	
Gyfx6td3A6K	Huyện Vĩnh Tường	Việt Nam/Vĩnh Phúc	
GYnCgA84DMj	Huyện An Lão	Việt Nam/Hải Phòng	
GZJCrwa8zAU	Huyện Lạc Sơn	Việt Nam/Hòa Bình	
gzYbOwFB5Bz	Viện Pasteur Nha Trang	Việt Nam/Các đơn vị trực thuộc Bộ	
H1vjPRmIwvp	Phòng khám ĐK Hoàng Dũng CT TNHH Thủy Trung	Việt Nam/Đồng Nai	
H2tEb5Y9pX7	Bệnh viện Mắt	Việt Nam/Hưng Yên	
H3lRoO0tfV3	Sở Y tế Thái Nguyên	Việt Nam/Thái Nguyên	
h3XMHXjBxmg	Bệnh viên Kiến An	Việt Nam/Hải Phòng	
H4MCdx9b4a7	Bệnh viện 91	Việt Nam/Thái Nguyên	
H4sH2vULBbD	Bệnh viện Y dược cổ truyền	Việt Nam/Tuyên Quang	
h5ci09z32Wv	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Hải Phòng	
h5TmrLZnVy5	Cao đẳng Y Hải Phòng	Việt Nam/Hải Phòng	
h6ZvB3eRIvU	Bệnh viện Đa khoa tỉnh	Việt Nam/Phú Thọ	
H9vxu483SyG	Bệnh viện Đa khoa tỉnh	Việt Nam/Lai Châu	
Ha79LSxo6cs	Huyện Thanh Bình	Việt Nam/Đồng Tháp	
HACub9enVRY	Thành phố Trà Vinh	Việt Nam/Trà Vinh	
hAlUxJDgipB	Trung tâm Kiểm soát bệnh tật	Việt Nam/Vĩnh Long	
HayM9AF6jX3	Bệnh viện Phụ Sản – Nhi	Việt Nam/Đà Nẵng	
hcbfDYVds8B	Huyện Đồng Hỷ	Việt Nam/Thái Nguyên	
Hcn36WjiBrF	Bệnh viện Mắt	Việt Nam/Đà Nẵng	
HCR2UQJFqwo	Trung tâm Kiểm soát  bệnh tật	Việt Nam/Bà Rịa - Vũng Tàu	
hcr3fdwkmu0	Thị xã Sa Pa	Việt Nam/Lào Cai	
HCwggSjiN8G	Huyện Chư Sê	Việt Nam/Gia Lai	
hcZQ8lqcL3p	Huyện Di Linh	Việt Nam/Lâm Đồng	
hd0IxvfH3F8	Huyện Lục Yên	Việt Nam/Yên Bái	
HdlqBPGBacm	Huyện Nam Sách	Việt Nam/Hải Dương	
HDsJcmXbENE	Phòng khám ĐK Tâm An- Pouchen	Việt Nam/Đồng Nai	
hDt2SvhULyo	Huyện An Lão	Việt Nam/Bình Định	
hE9mIggrFZS	Huyện Bình Gia	Việt Nam/Lạng Sơn	
HEcytDVaKmt	Thị xã Nghĩa Lộ	Việt Nam/Yên Bái	
HEMl1sPukdg	Huyện Châu Thành	Việt Nam/Tây Ninh	
HeoOFtIYqZd	Bệnh viện Tâm thần	Việt Nam/Cần Thơ	
hEYZnpJMKaq	Bệnh viện Quốc tế Hợp Lực	Việt Nam/Thanh Hóa	
hf5iD8GLkg0	Bệnh viện Sản nhi	Việt Nam/Ninh Bình	
HFcMOaGvP96	Phòng khám ĐK 16/4	Việt Nam/Ninh Thuận	
HfsCMwJ83U2	Huyện Tây Giang	Việt Nam/Quảng Nam	
hgf4aa2xdCK	Huyện Mai Sơn	Việt Nam/Sơn La	
HgP1pkyz90t	Bệnh viện PHCN tỉnh	Việt Nam/Sơn La	
HHNXnnxK0gc	Bệnh viện Quân dân y tỉnh Sóc Trăng	Việt Nam/Sóc Trăng	
hHpcoJKUpnx	Phòng khám ĐK Quốc tế Long Bình	Việt Nam/Đồng Nai	
HipaovNC3V6	Trung tâm Giám định Pháp Y	Việt Nam/Cần Thơ	
Hj3WjrQyQQQ	Trung tâm Cấp cứu 115	Việt Nam/Ninh Bình	
HJdSnwW0zyN	Bệnh viện Mắt Quang Đức	Việt Nam/Đồng Tháp	
HKIWd9ygYdf	Trung tâm Kiểm soát bệnh tật	Việt Nam/Lâm Đồng	
HlMBkTy6zWw	Trung tâm Kiểm nghiệm	Việt Nam/Đồng Nai	
hLtPtbJ6YK8	Huyện Tân Châu	Việt Nam/Tây Ninh	
Hluf4O2IfZU	Huyện Văn Yên	Việt Nam/Yên Bái	
HLXl9GkJrG8	Huyện Hưng Nguyên	Việt Nam/Nghệ An	
HN1J33dvH6H	Sở Y tế Bạc Liêu	Việt Nam/Bạc Liêu	
hnKSm36Z1cC	Bệnh viện đa khoa	Việt Nam/Hưng Yên	
hNWqOrhPo2X	Viện Kiểm nghiệm thuốc Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
HOPHmmcFjrX	Trung tâm truyền thông giáo dục sức khỏe	Việt Nam/Hải Phòng	
HoRIlgvPkSK	Trường Trung cấp Y tế 	Việt Nam/Nam Định	
HOwtbvXacXq	Bệnh viện Phong 	Việt Nam/Hải Dương	
HpY1Egvdwuo	Bệnh viện quốc tế CTCH Sài Gòn	Việt Nam/Hồ Chí Minh	
hpyfGCLu55R	Trung tâm Giám định Y khoa (giải thể 2020)	Việt Nam/Cao Bằng	
HQ0INLQvEhn	Thành phố Điện Biên Phủ	Việt Nam/Điện Biên	
hR4Q4CGdfc2	Trung tâm Kiểm soát bệnh tật tỉnh	Việt Nam/Bình Định	
HrNoEDKejuy	Trung tâm kiểm nghiệm	Việt Nam/Quảng Ninh	
hSIqya5F14O	Viện Vệ sinh dịch tễ Tây Nguyên	Việt Nam/Các đơn vị trực thuộc Bộ	
HtImYN8CJxJ	Trung tâm Chăm sóc sức khỏe sinh sản	Việt Nam/Bình Dương	
HUinmruxaTJ	Trung tâm Y tế Dự Phòng (Sáp nhập 2020)	Việt Nam/Khánh Hòa	
HUVQlSnyMPf	Huyện Lộc Bình	Việt Nam/Lạng Sơn	
HUXDEyIHF4k	Bệnh viện đa khoa Vân Đình	Việt Nam/Hà Nội	
hv6TrRAHOG6	Bệnh viện đa khoa	Việt Nam/Phú Yên	
hvc75KHbDBz	Bệnh viện Đa khoa TTH Vinh	Việt Nam/Nghệ An	
hvDdUIP06t9	Bệnh viện Đa khoa tỉnh	Việt Nam/Điện Biên	
hVfd5bhTLDR	Huyện Nghi Lộc	Việt Nam/Nghệ An	
hVOkzvwT0Me	Trung tâm Chăm sóc sức khỏe sinh sản (Sáp nhập 2020)	Việt Nam/Tây Ninh	
hW0y6h1Qn2e	Huyện Mèo Vạc	Việt Nam/Hà Giang	
Hw1YeHZkyVz	Bệnh viện Đa khoa Trung ương Quảng Nam	Việt Nam/Các đơn vị trực thuộc Bộ	
HWwE8so8I0s	Huyện Phù Cừ	Việt Nam/Hưng Yên	
hxPPk1X9pAG	Trung tâm YTDP	Việt Nam/Lâm Đồng	
hXpWk6taEI0	Huyện Tam Bình	Việt Nam/Vĩnh Long	
HYARxBLdKK7	Huyện Nam Giang	Việt Nam/Quảng Nam	
HZdF2XeVs5c	Cục YTDP	Việt Nam/Các đơn vị thuộc Bộ	
HzDyiHT8X6K	Quận Hải An	Việt Nam/Hải Phòng	
hZLK4pAUyDs	Huyện Yên Sơn	Việt Nam/Tuyên Quang	
hzU2vyzdxUv	Phòng khám ĐK 999 Ngô Gia Tự	Việt Nam/Hải Phòng	
i0NaOj3uhWj	Bệnh viện Phổi Phạm Hữu Chí	Việt Nam/Bà Rịa - Vũng Tàu	
i0y5BjEeiB4	TT Nghiên cứu, sản xuất vắc xin và Sinh phẩm y tế	Việt Nam/Các đơn vị trực thuộc Bộ	
I1dW7RtkdjR	Phòng Y tế huyện Châu Thành	Việt Nam/Bến Tre	
I2ucVgT5jDK	Huyện Yên Lạc	Việt Nam/Vĩnh Phúc	
i2Uhlas3hQ2	Bệnh viện ĐK Quốc tế DNA	Việt Nam/Hồ Chí Minh	
i4ExfJr64XX	Bệnh viện Phổi Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
I4gbQhtnzyz	Trung tâm Kiểm soát bệnh tật	Việt Nam/Điện Biên	
I4I7p4KUIW5	Trung tâm Giám định Y khoa tỉnh Cà Mau	Việt Nam/Cà Mau	
I5jtslfhceG	Huyện Nhơn Trạch	Việt Nam/Đồng Nai	
i5WrOfc3YFi	Bệnh viện bảo vệ sức khỏe tâm thần	Việt Nam/Quảng Ninh	
I6Sb6ixPdbT	Phòng khám ĐK Quân Dân Y	Việt Nam/Tiền Giang	
i7N8tH2MIRg	Huyện Bắc Tân Uyên	Việt Nam/Bình Dương	
I7uj8FVAGp2	Sở Y tế Phú Thọ	Việt Nam/Phú Thọ	
I8RjSO95t2A	Trường Trung cấp Y	Việt Nam/Thái Nguyên	
I95mmaZDpaz	Trường Trung cấp Y tế	Việt Nam/Long An	
ia2JwESo8gf	Phòng khám ĐK Quốc tế Tiến Anh	Việt Nam/Đồng Nai	
iaZEwz9lWIU	Huyện Mỹ Xuyên	Việt Nam/Sóc Trăng	
IBdJBwvbjD8	Trung tâm Pháp y	Việt Nam/Quảng Trị	
iBedlmdggzU	Phòng khám ĐK Thái Hòa	Việt Nam/Ninh Thuận	
IbpVUfdi6eU	Quận 5	Việt Nam/Hồ Chí Minh	
Iby3JidtKp9	Vụ KHTC	Việt Nam/Các đơn vị thuộc Bộ	
IcBvHQCRndi	Phòng khám ĐK Mỹ Đức	Việt Nam/Đồng Nai	
iCkInlCGLjS	Viện Pasteur thành phố Hồ Chí Minh	Việt Nam/Các đơn vị trực thuộc Bộ	
Ico1CPU5ypx	Bệnh viện ĐKKV Đồng Tháp Mười​	Việt Nam/Long An	
IdcJIScnlnZ	Quận Lê Chân	Việt Nam/Hải Phòng	
IdIuYZK5OSn	Huyện Tuy An	Việt Nam/Phú Yên	
idsTauo3T5i	Trung tâm Kiểm soát bệnh tật	Việt Nam/Cao Bằng	
iDVRrH3XhF9	Phòng khám đa khoa Bình Tâm	Việt Nam/Thanh Hóa	
Ie0ZgBLbwKR	Huyện Gò Quao	Việt Nam/Kiên Giang	
IElS0Xze3gC	Bệnh viện Tâm thần	Việt Nam/Quảng Nam	
Iev0BVwUPE7	Huyện Nguyên Bình	Việt Nam/Cao Bằng	
IF7wNHMK0dj	Bệnh viện Tâm thần Trung ương 2	Việt Nam/Các đơn vị trực thuộc Bộ	
Ifa5cLh6O77	Huyện Đăk Glong	Việt Nam/Đắk Nông	
IfpnoybeStg	Trung tâm Chăm sóc Sức khỏe sinh sản (Sáp nhập 2020)	Việt Nam/Ninh Thuận	
igCR0Dyx07b	Trung tâm KN Dược - Mỹ phẩm (Sáp nhập 2020)	Việt Nam/Hòa Bình	
IgowlxsK6gV	Bệnh viện E	Việt Nam/Các đơn vị trực thuộc Bộ	
IgpeONHXMGC	Bệnh viện Nhi Hà Nội	Việt Nam/Hà Nội	
Igrmc5YEHel	Huyện Bến Lức	Việt Nam/Long An	
iH3aSxgjCt2	Thành phố Long Xuyên	Việt Nam/An Giang	
iHnSzqRRqOZ	Thị xã Sông Cầu	Việt Nam/Phú Yên	
Ii9YrFPR8Zc	Huyện Sơn Tây	Việt Nam/Quảng Ngãi	
iIHy5L3YOvg	BVĐK Phúc Thịnh	Việt Nam/Thanh Hóa	
IJbPE3YW1rf	Phòng khám ĐK Tâm Y Sài Gòn	Việt Nam/Đồng Nai	
ije7MdIjwRX	Bệnh viện Phụ sản	Việt Nam/Nam Định	
iKastWiFykO	Trung tâm Pháp Y	Việt Nam/Sóc Trăng	
IkDouQnPD2r	Huyện Kiên Lương	Việt Nam/Kiên Giang	
iKGVRSFMEQG	Bệnh viện Mắt Cao Nguyên	Việt Nam/Gia Lai	
IlO0wOLY6Lf	Trung tâm Pháp Y 	Việt Nam/Hồ Chí Minh	
ilR6bdBInpK	Trung tâm Giám định y khoa	Việt Nam/Sơn La	
ImbSPxK6yZf	Quận Hải Châu	Việt Nam/Đà Nẵng	
ImnCIOQ9GRn	Huyện Bù Đăng	Việt Nam/Bình Phước	
ImQ6muX94E9	Bệnh viện Y dược cổ truyền	Việt Nam/Thanh Hóa	
Imr4A6EacbX	Bệnh viện Phụ sản QT Sài Gòn	Việt Nam/Hồ Chí Minh	
imS9L9nx478	BV TMH Miền Trung	Việt Nam/Nghệ An	
INBk31M3A2d	Huyện Châu Thành	Việt Nam/An Giang	
iNqR9eu6xro	Bệnh viện TM EMCAS	Việt Nam/Hồ Chí Minh	
iNqu3VfsuCE	Bệnh viện Đa khoa Hùng Cường	Việt Nam/Bắc Giang	
InRK2dQAHU8	Bệnh viện Bạch Mai	Việt Nam/Các đơn vị trực thuộc Bộ	
iNxa09VQKVF	Phòng khám MEDIC 69 Nguyễn Huệ	Việt Nam/Thừa Thiên Huế	
iNxERRu7kwK	Bệnh viện Mắt Cao Thắng	Việt Nam/Hồ Chí Minh	
iNZewtduXP4	Huyện An Phú	Việt Nam/An Giang	
iO2ck2lKWk4	Bệnh viện Phụ sản Mê Kong	Việt Nam/Hồ Chí Minh	
iO87adovT9k	Trung tâm Giám định y khoa	Việt Nam/Bà Rịa - Vũng Tàu	
IOLjOiR8unz	Thành phố Bà Rịa	Việt Nam/Bà Rịa - Vũng Tàu	
IoVzOW6ckXQ	Huyện Yên Thành	Việt Nam/Nghệ An	
ioXVUpDV5J6	Huyện Tân Hưng	Việt Nam/Long An	
ipcpQKLp7di	Huyện Tam Dương	Việt Nam/Vĩnh Phúc	
ipf0tAg0caC	Chi cục Dân số kế hoạch hóa gia đình	Việt Nam/Hải Phòng	
ipNLYAl0gGH	Bệnh viện đa khoa Minh Thiện	Việt Nam/Quảng Nam	
ipp15aIdzbQ	Huyện Krông A Na	Việt Nam/Đắk Lắk	
IPXEWbwgNX8	Trung tâm Cấp cứu 115	Việt Nam/Hà Nội	
iQF4wuwXnaB	Trung tâm Pháp Y	Việt Nam/Sơn La	
irGymG9Fa9F	Bệnh viện Quốc tế Minh Anh	Việt Nam/Hồ Chí Minh	
IRHApnUiA4m	Trung tâm Giám định y khoa	Việt Nam/Bình Dương	
IrlPKepu3re	Chi cục DS-KHHGĐ	Việt Nam/Gia Lai	
isBAOxXBkSP	Bệnh viện Da Liễu 	Việt Nam/Đồng Tháp	
iSHzW1wbrRd	Huyện Bù Gia Mập	Việt Nam/Bình Phước	
ITFzTIy9Um2	Bệnh viện đa khoa Thanh Hà	Việt Nam/Thanh Hóa	
ITl1zv0qPpM	Trung tâm Pháp y tỉnh Cà Mau	Việt Nam/Cà Mau	
ITMd6uCATp7	Trung tâm Pháp y 	Việt Nam/Kon Tum	
ItNNyn3OzCG	Bệnh viện Tai Mũi Họng	Việt Nam/Hồ Chí Minh	
ItRUCzjw4YQ	Trung tâm Sức khoẻ Lao động Môi trường	Việt Nam/Bình Dương	
IuiYV9KSyNw	Quận Đồ Sơn	Việt Nam/Hải Phòng	
iup8eM7PAgd	Bệnh viện 30 tháng 4	Việt Nam/Sóc Trăng	
IV1PUARABLB	Sở y tế An Giang	Việt Nam/An Giang	
Iv8Z26E3sJg	Bệnh viện Suối khoáng Mỹ Lâm	Việt Nam/Tuyên Quang	
IWfPTNhKy3l	Bệnh viện Đa khoa Sa Đéc	Việt Nam/Đồng Tháp	
IwgkLocoLvP	Trung tâm Pháp Y	Việt Nam/Thái Nguyên	
ix9iy36gm3b	Bệnh viện Bắc Thăng Long	Việt Nam/Hà Nội	
iX9QEns009x	Phòng khám ĐK Dân Y Biên Hòa	Việt Nam/Đồng Nai	
IxeIqvHTdrT	Bệnh viện Y học cổ truyền và Phục hồi chức năng 	Việt Nam/Quảng Trị	
iXQ3WV7ImtP	Phòng Khám Đa Khoa Trung Tâm Phổ Yên	Việt Nam/Thái Nguyên	
Iy9Qmzv3954	Thị xã Ayun Pa	Việt Nam/Gia Lai	
iYdvqGFkjEp	Trung tâm Kiểm soát bệnh tật	Việt Nam/Hải Dương	
iyM7Ep9pdl8	Huyện Vĩnh Bảo	Việt Nam/Hải Phòng	
iyRL0ktVFVs	Bệnh viện Y học cổ truyền	Việt Nam/Phú Yên	
iz15pE5yjqs	Trung tâm Kiểm nghiệm	Việt Nam/Trà Vinh	
izCRQ5osoVU	Bệnh viện Phổi	Việt Nam/Quảng Ngãi	
iZkdRDmME5O	Bệnh xá Quân y An Giang	Việt Nam/An Giang	
IzKHEZAhEGM	Trung tâm Giám định Y khoa	Việt Nam/Quảng Ngãi	
iZSqhf85faf	Trung tâm Pháp y	Việt Nam/Vĩnh Long	
iZui4FMMTXN	Trung tâm Nội tiết	Việt Nam/Quảng Ngãi	
iZxCFCqih0b	Chi cục dân số KHHGĐ	Việt Nam/Bắc Ninh	
izZ34893BEn	Bệnh viện Phục hồi chức năng	Việt Nam/Thừa Thiên Huế	
j1S4HD1dyHw	Sở Y tế	Việt Nam/Hải Dương	
j2dURqcxChX	Phòng khám ĐK Hòa Bình	Việt Nam/Hải Phòng	
j2iv4pZZjnm	Bệnh xá Công an tỉnh	Việt Nam/Bình Dương	
j4VLkh4kPQf	Huyện Định Quán	Việt Nam/Đồng Nai	
j59ZNhXckkp	Bệnh viện Đa khoa khu vực 333	Việt Nam/Đắk Lắk	
J5apywQ3XiD	Sở Y tế	Việt Nam/Tuyên Quang	
j5EydlU0lnW	Bệnh viện Quốc tế Thành Đô	Việt Nam/Hồ Chí Minh	
J5o8o6uYFee	Ban Bảo vệ chăm sóc sức khoẻ cán bộ tỉnh Bắc Ninh	Việt Nam/Bắc Ninh	
J7AecoY13U5	Bệnh viện đa khoa tư nhân Kinh Bắc 	Việt Nam/Bắc Ninh	
J8wg1cQNFjw	Chi cục Dân số - KHHGĐ tỉnh Lào Cai	Việt Nam/Lào Cai	
J9efihLEPIq	Huyện Si Ma Cai	Việt Nam/Lào Cai	
J9LWUTMI5Lp	Huyện Long Điền	Việt Nam/Bà Rịa - Vũng Tàu	
JAGGRnInLwq	Trung Tâm Da Liễu	Việt Nam/Đắk Lắk	
jAlgM2pSrNT	Trung tâm Chăm sóc Sức khoẻ Sinh sản	Việt Nam/Khánh Hòa	
jaori6T1Ugk	Huyện Thanh Hà	Việt Nam/Hải Dương	
jASp13C5JqR	Chi cục ATVSTP 	Việt Nam/Sơn La	
JaWIsFvyztR	Bệnh viện TM Ngọc Phú	Việt Nam/Hồ Chí Minh	
JBKgUO4phlh	Bệnh viện Đa khoa Trung tâm	Việt Nam/Thái Nguyên	
jbSgztsRWYI	Khu điều trị phong Phú Bình	Việt Nam/Thái Nguyên	
jC372wS3w5u	Trường Đại học Kỹ thuật Y - Dược Đà Nẵng	Việt Nam/Các đơn vị trực thuộc Bộ	
Jcpa0Iev9rB	Trung tâm kiểm nghiệm Thuốc - MP - TP	Việt Nam/Thừa Thiên Huế	
JCyytw9nJfk	Chi Cục Dân số - Kế hoạch hóa gia đình	Việt Nam/Hậu Giang	
jczPY9roo65	Quận Phú Nhuận	Việt Nam/Hồ Chí Minh	
Jd4zyRvZKDa	Trung tâm Y tế dự phòng (Sáp nhập 2020)	Việt Nam/Bà Rịa - Vũng Tàu	
JdB49zCP9lq	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Quảng Nam	
JdrDheVdjXV	Trung tâm huyết học truyền máu	Việt Nam/Đắk Lắk	
jdW478eMUDm	Trung tâm Giám định y khoa tỉnh Lào Cai	Việt Nam/Lào Cai	
Je0idpHUas8	Bệnh viện Lao và Bệnh phổi	Việt Nam/Tiền Giang	
JeI30aeyJLI	Huyện Cao Lãnh	Việt Nam/Đồng Tháp	
JEZrx6RyK2k	Trung tâm kiểm soát bệnh tật	Việt Nam/Yên Bái	
Jf2sjwpROyZ	Bệnh viện Đa khoa KV Tây Nam	Việt Nam/Nghệ An	
Jf8nQMsWFiL	Bệnh viện Hữu nghị	Việt Nam/Các đơn vị trực thuộc Bộ	
jfag7HX2EcU	Huyện Đắk Tô	Việt Nam/Kon Tum	
JFqelX0nDS7	Bệnh viện Đa khoa khu vực Ninh Sơn	Việt Nam/Ninh Thuận	
jGoNfEMm2SA	Bệnh viện Đa khoa KV Bắc Bình Thuận	Việt Nam/Bình Thuận	
JgzPI4CvNfR	Thành phố Hưng Yên	Việt Nam/Hưng Yên	
jHgM7Ga9qMb	Bệnh viện Tâm An	Việt Nam/Thanh Hóa	
jhXZ9eqQfU3	Bệnh viện Nhi tỉnh Gia Lai	Việt Nam/Gia Lai	
jIbpyGfEano	Quận 12	Việt Nam/Hồ Chí Minh	
JiiyvHd8M6A	Huyện Tiên Lữ	Việt Nam/Hưng Yên	
jj91Tdvf6lo	Trung tâm Phòng, chống HIV/AIDS (Sáp nhập 2020)	Việt Nam/Hậu Giang	
jjgRFwm2yDD	Phòng khám ĐK Bảo Anh	Việt Nam/Đồng Nai	
jJPYKAXA7n7	Trung tâm Phòng, chống bệnh xã hội (Sáp nhập 2020)	Việt Nam/Bình Dương	
jjwVxkqNOF3	Bệnh viện Da liễu	Việt Nam/Bắc Ninh	
jk3iZhJkZUM	Tạp chí Dược học	Việt Nam/Các đơn vị trực thuộc Bộ	
JkaDF10RmJR	Ban Bảo vệ chăm sóc sức khỏe cán bộ tỉnh Cà Mau	Việt Nam/Cà Mau	
JKAf6O5R1vO	Phòng khám ĐK Y Đức	Việt Nam/Đồng Nai	
JKgD0I2DksF	Huyện Sông Hinh	Việt Nam/Phú Yên	
jkgZf3f1KYp	Trung tâm Kiểm soát bệnh tật 	Việt Nam/Kon Tum	
jkj0JbF9aVU	Bệnh viện Hữu nghị Việt Tiệp	Việt Nam/Hải Phòng	
JkvIbnRJmu6	Huyện Bình Chánh	Việt Nam/Hồ Chí Minh	
jkvLgTXvIzJ	Quận Long Biên	Việt Nam/Hà Nội	
jlfQ9gO8txu	Bệnh viện Mắt	Việt Nam/Ninh Thuận	
JLlgszn1B3N	Thanh tra Bộ	Việt Nam/Các đơn vị thuộc Bộ	
JMKilIbfpkL	Phòng khám ĐK Thành Tâm	Việt Nam/Đồng Nai	
JmQIWJDVXlP	Bệnh viện Y học cổ truyền	Việt Nam/Hồ Chí Minh	
jnEaFTZQr6B	Huyện Quỳnh Phụ	Việt Nam/Thái Bình	
JNj2YMJ80XE	Bệnh xá Công an tỉnh Bình Phước	Việt Nam/Bình Phước	
JnTVa1KecMa	Huyện Hoành Bồ (sáp nhập 2019)	Việt Nam/Quảng Ninh	
joJqy7Lf65x	Bệnh viện Mắt	Việt Nam/Hà Giang	
JOn8GjVcKrl	Bệnh viện Quân dân y 	Việt Nam/Đồng Tháp	
jp8Hw0aOrOb	Huyện Mộ Đức	Việt Nam/Quảng Ngãi	
jpCkIOnMfAD	Bệnh viện đa khoa Kinh Bắc 2	Việt Nam/Bắc Ninh	
jPGmgRgdWLj	Thị xã Giá Rai	Việt Nam/Bạc Liêu	
JPipO4euf9J	Huyện Sốp Cộp	Việt Nam/Sơn La	
jpitsZSaC7o	Trường Cao đẳng Y tế Phú Thọ	Việt Nam/Phú Thọ	
jPKmK58xBTZ	Bệnh viện Tâm Thần 	Việt Nam/Đồng Tháp	
jPrJdcpynpC	Phòng khám đa khoa Pháp Việt	Việt Nam/Thừa Thiên Huế	
jpZrJRNGvQt	Chi cục An toàn vệ sinh thực phẩm tỉnh Cà Mau	Việt Nam/Cà Mau	
jQhgHYnfFGI	Bệnh viện Ung bướu 	Việt Nam/Kiên Giang	
JqYzQaNPaN4	Trung tâm giám định y khoa	Việt Nam/Hải Phòng	
JRctcrwZrtp	Bệnh viện Phục hồi chức năng - Điều trị bệnh nghề nghiệp	Việt Nam/Hồ Chí Minh	
JrGYM1hDWcT	Sở Y tế	Việt Nam/Quảng Bình	
JS9hMC8fgZj	Bệnh viện phụ sản 	Việt Nam/Thanh Hóa	
JsjIDhFYt8n	Phòng khám ĐK Tân Long	Việt Nam/Đồng Nai	
JSrVchwS8nc	Trung tâm Pháp y	Việt Nam/Phú Yên	
JsWBXoP763A	Bệnh viện YHCT tỉnh	Việt Nam/Sơn La	
jT8CdIESnEH	Trường Đại học Y Dược Thái Bình	Việt Nam/Thái Bình	
jTeOa0T3u0p	Bệnh viện Công an tỉnh	Việt Nam/Đắk Lắk	
JTkpcNDatHF	Huyện Kim Bôi	Việt Nam/Hòa Bình	
JUDBoUt4cYh	Huyện Ia H' Drai	Việt Nam/Kon Tum	
jUlEL2t8Pwf	Phòng Khám Đa Khoa Võ Nhai	Việt Nam/Thái Nguyên	
jvJNkd8fYXc	Bệnh viện Da liễu	Việt Nam/Cần Thơ	
JvM8aavCtt3	Bệnh viện Công ty Cao Su Phú Riềng	Việt Nam/Bình Phước	
JvRkDUxwGlR	Bệnh viện chuyên khoa Lao	Việt Nam/Bạc Liêu	
jw2Fe2td8Af	Huyện Hải Hậu	Việt Nam/Nam Định	
jW8SubMWIRq	Bệnh viện Phục hồi chức năng	Việt Nam/Ninh Bình	
JWThejySfCT	Bệnh viện Y học cổ truyền 	Việt Nam/Quảng Ngãi	
JwuBVDOwJHt	Bệnh viện Sản Nhi	Việt Nam/An Giang	
JWVyaFJRrId	Huyện Pác Nặm	Việt Nam/Bắc Kạn	
jX9PCkWXy8g	Bệnh viện Lao và Bệnh phổi	Việt Nam/Ninh Thuận	
jXva98qBGU1	Bệnh viện Mắt	Việt Nam/Nghệ An	
JXYLFnNwkI6	PKĐK An Thịnh	Việt Nam/Thừa Thiên Huế	
jxZQQsIHhuC	Viện Vắc xin và Sinh phẩm y tế	Việt Nam/Các đơn vị trực thuộc Bộ	
JyCBbxkkPSc	Bệnh viện Lao và Bệnh phổi	Việt Nam/Tây Ninh	
jYCp0KxaLUj	Bảo hiểm xã hội tỉnh	Việt Nam/Ninh Bình	
jZ3Jdv88kh2	Huyện Mộc Châu	Việt Nam/Sơn La	
Jzt1BTk5kVU	Trường Cao đẳng Y Thái Bình	Việt Nam/Thái Bình	
JZXPjH4j2RU	Huyện Lấp Vò	Việt Nam/Đồng Tháp	
k17dI8KqsFq	Bệnh viện Mắt Sài Gòn - Cần Thơ	Việt Nam/Cần Thơ	
K1bbszYoSsE	Chi Cục An toàn vệ sinh thực phẩm	Việt Nam/Vĩnh Phúc	
k1nN0UOEr3L	Sở Y tế Vĩnh Phúc	Việt Nam/Vĩnh Phúc	
K2bOTZbHdsa	Trung tâm Giám định Y khoa	Việt Nam/Hà Giang	
k2vSE0W7QQu	Huyện Xín Mần	Việt Nam/Hà Giang	
k3p8n2N4HCh	Viện Huyết học - Truyền máu Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
K3t5qhTXXph	Trung tâm Kiểm soát bệnh tật tỉnh CDC	Việt Nam/Gia Lai	
k3XsGjm69re	Huyện Lắk	Việt Nam/Đắk Lắk	
k48je2Unm8Y	Trung tâm Truyền thông Giáo dục sức khỏe tỉnh (Sáp nhập 2020)	Việt Nam/Hậu Giang	
k4H7nEZFZRU	Trung tâm Chăm sóc SKSS	Việt Nam/Hải Phòng	
k4LFzu0Hg9L	Trung tâm Kiểm nghiệm dược phẩm - Mỹ phẩm	Việt Nam/An Giang	
K4r0quV0Z89	Chi cục Dân số - Kế hoạch hóa gia đình	Việt Nam/Yên Bái	
